Date,Product_ID,Product_Category,City,Store_Type,Price,Discount_Percentage,Marketing_Spend,Holiday_Flag,Previous_Month_Demand,Season,Next_Month_Demand
2024-06-01,GROC103,Groceries,Kolkata,High Street,80.92,5,29787.66,No,1113,Monsoon,964
2024-02-01,ELEC103,Electronics,Pune,Neighbourhood,7092.51,25,3493.43,No,164,Winter,220
2025-03-01,ELEC102,Electronics,Kochi,Mall,21761.4,5,8052.36,No,180,Summer,163
2025-06-01,CARE102,Personal Care,Mumbai,Neighbourhood,696.29,15,17500.12,No,730,Monsoon,746
2025-06-01,GROC103,Groceries,Bengaluru,Mall,84.18,5,25796.5,No,1437,Monsoon,1183
2025-10-01,FASH102,Fashion,Chennai,Mall,2229.46,20,5102.13,No,351,Festival,553
2024-04-01,HOME103,Home Appliances,Chennai,High Street,18063.61,0,23774.95,No,166,Summer,183
2023-07-01,HOME103,Home Appliances,Bengaluru,High Street,19374.5,25,15027.23,No,164,Monsoon,222
2023-02-01,GROC102,Groceries,Chennai,Mall,272.23,10,22965.67,No,1110,Winter,1053
2023-06-01,FASH102,Fashion,Hyderabad,Mall,2497.54,5,8667.24,No,372,Monsoon,275
2025-03-01,GROC101,Groceries,Pune,Neighbourhood,116.12,0,28590.05,No,561,Summer,576
2024-11-01,CARE102,Personal Care,Mumbai,Supermarket,675.99,10,15157.63,Yes,1050,Festival,1507
2025-08-01,GROC103,Groceries,Pune,Mall,75.53,5,20162.42,Yes,810,Monsoon,903
2024-05-01,ELEC102,Electronics,Mumbai,Supermarket,25482.97,15,28189.83,No,270,Summer,371
2025-08-01,FASH104,Fashion,Kochi,Neighbourhood,3488.9,10,7864.28,Yes,283,Monsoon,313
2024-10-01,GROC101,Groceries,Mumbai,High Street,114.97,15,5350.92,Yes,1159,Festival,1780
2025-09-01,ELEC104,Electronics,Chennai,Mall,3483.05,0,6327.68,No,187,Festival,226
2025-05-01,GROC101,Groceries,Kochi,High Street,112.85,15,19183.07,No,683,Summer,888
2024-02-01,ELEC101,Electronics,Pune,Neighbourhood,19284.81,25,19130.59,No,162,Winter,215
2024-07-01,GROC104,Groceries,Bengaluru,Mall,417.84,15,19854.5,No,1386,Monsoon,1421
2023-03-01,GROC101,Groceries,Bengaluru,Supermarket,129.44,10,24918.78,No,1143,Summer,1262
2025-11-01,HOME104,Home Appliances,Chennai,High Street,5362.44,10,24737.63,No,129,Festival,232
2025-01-01,GROC102,Groceries,Kolkata,Neighbourhood,268.67,10,12638.53,Yes,607,Winter,796
2025-02-01,ELEC102,Electronics,Kochi,Mall,22045.94,10,17346.63,No,166,Winter,226
2023-02-01,HOME102,Home Appliances,Kochi,Neighbourhood,7580.18,25,19693.85,No,96,Winter,162
2025-12-01,GROC102,Groceries,Kochi,Supermarket,262.25,5,25655.69,Yes,758,Winter,869
2023-03-01,HOME104,Home Appliances,Bengaluru,Neighbourhood,5110.34,25,12224.31,No,128,Summer,203
2025-06-01,CARE103,Personal Care,Kolkata,Supermarket,184.53,10,8588.83,No,917,Monsoon,712
2023-07-01,FASH101,Fashion,Unknown,Supermarket,1349.47,10,22078.31,No,512,Monsoon,549
2024-05-01,GROC101,Groceries,Kolkata,Mall,127.36,20,28072.12,No,1158,Summer,1212
2024-02-01,GROC104,Groceries,Hyderabad,Neighbourhood,454.35,0,25184.32,No,605,Winter,731
2023-01-01,HOME103,Home Appliances,Delhi,High Street,17350.58,0,19664.24,No,179,Winter,237
2023-02-01,HOME101,Home Appliances,Bengaluru,High Street,11382.19,5,16154.72,No,119,Winter,180
2023-11-01,HOME101,Home Appliances,Delhi,High Street,11126.92,20,23909.33,Yes,161,Festival,421
2024-09-01,CARE104,Personal Care,Bengaluru,High Street,1014.11,25,16564.04,No,717,Festival,1109
2023-06-01,ELEC103,Electronics,Bengaluru,High Street,7004.97,10,29256.46,No,219,Monsoon,304
2024-09-01,ELEC102,Electronics,Pune,Neighbourhood,27122.5,10,23254.14,No,133,Festival,251
2025-08-01,GROC102,Groceries,Kochi,Supermarket,242.67,15,14473.75,Yes,1018,Monsoon,866
2023-07-01,ELEC101,Electronics,Bengaluru,High Street,17423.61,0,19651.24,No,256,Monsoon,285
2024-12-01,CARE102,Personal Care,Delhi,Mall,701.99,0,29089.41,No,1043,Winter,932
2024-01-01,ELEC104,Electronics,Bengaluru,Supermarket,3279.55,15,8439.53,Yes,207,Winter,346
2023-08-01,GROC101,Groceries,Kolkata,Mall,104.3,0,11569.5,Yes,1042,Monsoon,896
2023-12-01,GROC103,Groceries,Delhi,Neighbourhood,88.66,10,21762.8,Yes,804,Winter,1040
2024-11-01,HOME101,Home Appliances,Kolkata,Supermarket,12535.26,20,27279.72,Yes,127,Festival,353
2024-03-01,GROC104,Groceries,Pune,Supermarket,473.81,15,11126.09,No,863,Summer,844
2023-11-01,HOME102,Home Appliances,Chennai,Mall,7388.12,25,9818.32,Yes,175,Festival,361
2024-01-01,FASH104,Fashion,Hyderabad,Mall,3525.06,25,24831.4,Yes,318,Winter,494
2025-09-01,HOME101,Home Appliances,Delhi,Mall,11596.7,20,25398.28,No,144,Festival,325
2025-10-01,CARE103,Personal Care,Bengaluru,Mall,172.62,15,28330.89,Yes,787,Festival,1408
2023-10-01,FASH101,Fashion,Pune,High Street,1454.61,5,9540.94,Yes,428,Festival,580
2025-07-01,GROC104,Groceries,Kolkata,Neighbourhood,433.42,25,24649.68,No,696,Monsoon,962
2025-11-01,ELEC103,Electronics,Bengaluru,Mall,7974.15,10,6600.3,Yes,213,Festival,407
2024-04-01,HOME104,Home Appliances,Chennai,High Street,4502.03,10,12579.53,No,129,Summer,167
2025-02-01,ELEC102,Electronics,Hyderabad,Supermarket,26508.23,10,14089.75,No,227,Winter,243
2023-02-01,ELEC104,Electronics,Kolkata,Supermarket,3508.35,15,23258.93,No,195,Winter,281
2025-02-01,ELEC103,Electronics,Chennai,Supermarket,9053.3,10,10963.54,No,213,Winter,213
2023-03-01,ELEC102,Electronics,Bengaluru,Mall,24451.44,25,6001.07,No,182,Summer,275
2024-11-01,CARE104,Personal Care,Pune,Supermarket,903.41,25,10853.68,Yes,873,Festival,1246
2025-06-01,CARE102,Personal Care,Hyderabad,High Street,692.0,10,29278.04,No,609,Monsoon,697
2023-10-01,GROC101,Groceries,Chennai,Supermarket,118.57,20,22161.13,No,837,Festival,1313
2023-08-01,ELEC104,Electronics,Kochi,Supermarket,3779.16,15,5138.76,Yes,139,Monsoon,171
2024-07-01,HOME102,Home Appliances,Kochi,Mall,8384.94,15,14686.68,No,129,Monsoon,111
2023-10-01,ELEC101,Electronics,Pune,High Street,20405.01,10,4545.39,No,139,Festival,196
2023-05-01,CARE102,Personal Care,Pune,High Street,713.11,25,22143.04,No,676,Summer,750
2024-09-01,FASH101,Fashion,Kolkata,Supermarket,1435.99,15,4725.33,No,330,Festival,541
2023-06-01,FASH101,Fashion,Chennai,Mall,1277.78,20,24888.46,No,492,Monsoon,539
2023-07-01,GROC102,Groceries,Mumbai,Neighbourhood,214.3,15,17421.77,No,945,Monsoon,1187
2024-06-01,CARE102,Personal Care,Mumbai,Supermarket,631.6,10,7567.37,No,1159,Monsoon,1128
2023-05-01,HOME104,Home Appliances,Kolkata,Mall,5065.68,5,21764.19,No,150,Summer,192
2025-11-01,ELEC101,Electronics,Pune,Neighbourhood,19521.61,10,16072.67,No,142,Festival,217
2024-07-01,CARE104,Personal Care,Delhi,Mall,967.66,5,9371.91,No,724,Monsoon,662
2024-10-01,GROC104,Groceries,Hyderabad,Neighbourhood,499.06,10,6765.16,Yes,895,Festival,1189
2025-07-01,GROC103,Groceries,Delhi,High Street,74.3,0,18692.82,No,1236,Monsoon,1172
2024-06-01,CARE102,Personal Care,Delhi,High Street,740.99,20,14972.86,No,733,Monsoon,779
2024-02-01,HOME101,Home Appliances,Hyderabad,Supermarket,11590.64,0,12543.78,No,148,Winter,146
2023-12-01,GROC102,Groceries,Bengaluru,Supermarket,286.25,10,9523.23,No,1376,Winter,1311
2025-10-01,GROC102,Groceries,Chennai,High Street,242.16,5,21554.13,No,905,Festival,1185
2024-10-01,GROC103,Groceries,Mumbai,Mall,76.35,5,19746.34,Yes,1009,Festival,1562
2024-12-01,ELEC104,Electronics,Hyderabad,Supermarket,3714.23,10,8871.23,Yes,214,Winter,283
2025-11-01,HOME101,Home Appliances,Kolkata,Mall,13241.51,20,12711.24,No,135,Festival,231
2025-11-01,ELEC101,Electronics,Bengaluru,Mall,16519.53,15,7752.67,No,231,Festival,385
2023-10-01,ELEC101,Electronics,Kolkata,High Street,16783.2,10,15809.74,Yes,196,Festival,412
2023-07-01,CARE104,Personal Care,Bengaluru,High Street,885.05,15,3731.19,No,764,Monsoon,849
2025-08-01,HOME101,Home Appliances,Bengaluru,High Street,12194.33,10,11044.78,Yes,130,Monsoon,224
2024-11-01,FASH102,Fashion,Hyderabad,High Street,2376.72,15,6077.08,Yes,450,Festival,713
2024-10-01,GROC103,Groceries,Chennai,Supermarket,70.05,20,26386.96,Yes,970,Festival,1688
2024-03-01,GROC103,Groceries,Kolkata,Neighbourhood,71.92,15,5816.45,No,592,Summer,847
2024-04-01,FASH101,Fashion,Pune,Neighbourhood,1647.68,20,19903.48,No,209,Summer,338
2025-03-01,GROC104,Groceries,Pune,High Street,400.53,20,13440.8,No,1041,Summer,1135
2025-07-01,FASH101,Fashion,Kolkata,Mall,1351.77,20,14792.46,No,395,Monsoon,468
2025-05-01,HOME103,Home Appliances,Kochi,High Street,19216.76,15,25582.22,No,143,Summer,171
2023-01-01,FASH103,Fashion,Pune,Neighbourhood,1011.19,25,14856.53,Yes,247,Winter,441
2024-06-01,HOME101,Home Appliances,Kolkata,High Street,11736.82,0,15663.67,No,165,Monsoon,144
2024-09-01,ELEC103,Electronics,Hyderabad,Neighbourhood,7946.88,5,12592.67,No,164,Festival,268
2025-02-01,HOME102,Home Appliances,Kolkata,Mall,7849.9,0,4074.52,No,156,Winter,116
2024-09-01,GROC102,Groceries,Mumbai,High Street,255.46,10,6705.13,No,1382,Festival,1674
2023-08-01,ELEC101,Electronics,Pune,Neighbourhood,16673.0,5,20038.33,Yes,151,Monsoon,270
2025-05-01,ELEC103,Electronics,Hyderabad,High Street,8545.89,15,26479.64,No,167,Summer,249
2024-10-01,ELEC104,Electronics,Chennai,Neighbourhood,3089.97,10,8477.04,No,146,Festival,246
2025-04-01,HOME104,Home Appliances,Pune,Mall,4558.82,15,12516.99,No,115,Summer,163
2023-02-01,ELEC101,Electronics,Chennai,Supermarket,18693.07,25,7970.74,No,173,Winter,239
2023-06-01,CARE102,Personal Care,Bengaluru,High Street,710.29,15,21166.46,No,783,Monsoon,895
2024-12-01,HOME101,Home Appliances,Kochi,Mall,10318.84,10,28756.29,Yes,145,Winter,240
2025-02-01,CARE101,Personal Care,Kolkata,Supermarket,399.99,20,9001.63,No,666,Winter,754
2024-05-01,FASH102,Fashion,Pune,Neighbourhood,2101.51,10,25482.73,No,265,Summer,298
2025-02-01,ELEC101,Electronics,Kolkata,Supermarket,18613.89,5,9023.33,No,220,Winter,208
2025-12-01,HOME101,Home Appliances,Kochi,Neighbourhood,11293.45,5,5511.47,Yes,70,Winter,156
2024-10-01,FASH101,Fashion,Delhi,Mall,1350.08,0,27940.75,No,440,Festival,653
2024-06-01,GROC101,Groceries,Delhi,Neighbourhood,1958.2849999999999,0,5774.74,No,710,Monsoon,856
2023-09-01,ELEC101,Electronics,Bengaluru,Neighbourhood,17821.9,0,21512.6,No,142,Festival,230
2024-08-01,GROC103,Groceries,Kochi,Supermarket,87.61,20,15105.35,Yes,788,Monsoon,768
2025-08-01,GROC103,Groceries,Kochi,Mall,85.7,20,9826.61,Yes,777,Monsoon,705
2025-05-01,CARE102,Personal Care,Hyderabad,Mall,692.78,5,3759.28,No,735,Summer,588
2024-04-01,FASH102,Fashion,Mumbai,Supermarket,1984.81,20,4247.31,No,524,Summer,639
2024-08-01,GROC104,Groceries,Kochi,Mall,418.3,5,20897.21,No,1062,Monsoon,923
2023-05-01,CARE101,Personal Care,Bengaluru,Neighbourhood,352.28,15,8756.51,No,682,Summer,821
2025-02-01,ELEC101,Electronics,Hyderabad,Mall,20599.47,5,20001.46,No,208,Winter,220
2025-07-01,HOME103,Home Appliances,Bengaluru,Neighbourhood,19851.91,10,15038.94,No,132,Monsoon,175
2025-01-01,GROC101,Groceries,Hyderabad,Supermarket,122.96,0,11096.61,Yes,1210,Winter,1070
2023-12-01,ELEC104,Electronics,Bengaluru,Supermarket,3413.25,15,6896.43,Yes,188,Winter,338
2024-10-01,CARE103,Personal Care,Hyderabad,High Street,162.33,5,19793.48,No,881,Festival,1142
2024-07-01,CARE103,Personal Care,Pune,Neighbourhood,153.47,0,3539.27,No,515,Monsoon,451
2024-07-01,GROC102,Groceries,Chennai,Supermarket,223.41,15,26705.42,No,955,Monsoon,1051
2025-08-01,HOME104,Home Appliances,Chennai,High Street,5494.91,10,14221.95,Yes,161,Monsoon,214
2025-09-01,FASH103,Fashion,Kochi,Supermarket,780.05,15,27616.65,No,393,Festival,465
2023-02-01,ELEC102,Electronics,Hyderabad,High Street,26640.24,10,18828.36,No,197,Winter,249
2023-10-01,ELEC103,Electronics,Hyderabad,Mall,8796.14,5,15506.38,Yes,264,Festival,418
2023-07-01,GROC101,Groceries,Chennai,Mall,130.01,10,8952.7,No,861,Monsoon,784
2023-02-01,ELEC101,Electronics,Bengaluru,Supermarket,15976.24,25,13315.45,No,189,Winter,313
2024-07-01,FASH102,Fashion,Pune,Mall,2297.7,0,9627.27,No,423,Monsoon,334
2023-05-01,ELEC103,Electronics,Delhi,Supermarket,7041.1,10,16747.27,No,194,Summer,260
2024-10-01,HOME103,Home Appliances,Pune,High Street,16590.59,5,10594.68,Yes,112,Festival,239
2024-04-01,GROC101,Groceries,Kolkata,Neighbourhood,114.19,5,3191.48,No,784,Summer,761
2023-03-01,GROC102,Groceries,Kolkata,Mall,221.62,0,20093.3,No,1241,Summer,1094
2024-11-01,CARE101,Personal Care,Kochi,Mall,312.13,20,17046.26,Yes,502,Festival,939
2023-03-01,HOME103,Home Appliances,Delhi,High Street,19647.64,5,25953.58,No,144,Summer,222
2023-11-01,CARE103,Personal Care,Mumbai,Mall,205.11,5,10385.63,Yes,1113,Festival,1420
2023-02-01,ELEC103,Electronics,Mumbai,High Street,8774.38,15,3358.59,No,231,Winter,317
2025-05-01,HOME103,Home Appliances,Chennai,High Street,15978.14,15,23669.67,No,116,Summer,205
2023-01-01,FASH101,Fashion,Chennai,Supermarket,1345.74,10,28983.13,Yes,330,Winter,491
2024-10-01,CARE101,Personal Care,Pune,High Street,400.29,20,16550.48,Yes,730,Festival,1015
2024-04-01,GROC104,Groceries,Delhi,Mall,498.08,20,5679.42,No,971,Summer,1091
2024-12-01,HOME101,Home Appliances,Kolkata,High Street,12418.26,0,28942.39,No,149,Winter,191
2024-04-01,ELEC102,Electronics,Kolkata,High Street,27749.47,0,19026.53,No,153,Summer,155
2024-04-01,FASH104,Fashion,Bengaluru,High Street,3539.05,10,18695.67,No,333,Summer,397
2024-05-01,GROC102,Groceries,Chennai,Neighbourhood,272.26,10,12206.1,No,829,Summer,696
2025-09-01,GROC101,Groceries,Kochi,Neighbourhood,122.62,10,9435.1,No,701,Festival,703
2023-04-01,GROC102,Groceries,Kolkata,Mall,270.88,0,7604.53,No,1007,Summer,753
2024-04-01,FASH102,Fashion,Kolkata,Neighbourhood,2067.01,0,21153.77,No,256,Summer,278
2023-06-01,FASH104,Fashion,Kochi,High Street,3357.47,0,9414.12,No,310,Monsoon,202
2025-09-01,ELEC101,Electronics,Hyderabad,Mall,15582.31,15,26018.65,No,184,Festival,362
2025-07-01,FASH103,Fashion,Chennai,High Street,905.19,5,9327.99,No,298,Monsoon,312
2024-12-01,CARE103,Personal Care,Hyderabad,Supermarket,202.86,5,17710.27,Yes,901,Winter,897
2024-07-01,CARE104,Personal Care,Mumbai,Supermarket,981.61,25,24241.52,No,940,Monsoon,1025
2024-11-01,FASH104,Fashion,Pune,Supermarket,2912.68,15,26764.18,Yes,361,Festival,681
2024-10-01,GROC102,Groceries,Pune,Supermarket,247.48,15,12764.98,Yes,1218,Festival,1616
2024-06-01,GROC102,Groceries,Hyderabad,High Street,283.46,10,18653.83,No,1012,Monsoon,944
2024-07-01,CARE104,Personal Care,Delhi,Neighbourhood,962.08,0,26996.16,No,479,Monsoon,573
2023-08-01,ELEC101,Electronics,Mumbai,Supermarket,16067.78,0,4426.3,Yes,201,Monsoon,276
2024-10-01,FASH104,Fashion,Delhi,Neighbourhood,3026.06,5,19024.4,Yes,267,Festival,621
2025-04-01,HOME102,Home Appliances,Kochi,Neighbourhood,7043.73,15,6661.92,No,72,Summer,116
2025-10-01,FASH102,Fashion,Hyderabad,Neighbourhood,2425.85,5,8651.26,Yes,323,Festival,529
2024-11-01,CARE102,Personal Care,Mumbai,High Street,702.12,5,28019.97,Yes,743,Festival,1195
2023-08-01,HOME103,Home Appliances,Delhi,Mall,16746.89,0,17045.25,Yes,133,Monsoon,249
2025-10-01,HOME103,Home Appliances,Hyderabad,Supermarket,18692.32,0,6277.04,No,186,Festival,224
2025-04-01,CARE103,Personal Care,Delhi,Supermarket,205.49,10,7297.3,No,853,Summer,734
2023-03-01,CARE103,Personal Care,Hyderabad,High Street,192.99,10,23437.02,No,754,Summer,770
2024-02-01,HOME101,Home Appliances,Mumbai,Supermarket,11414.92,0,3488.19,No,177,Winter,181
2024-07-01,HOME101,Home Appliances,Mumbai,Supermarket,13378.16,25,15770.75,No,189,Monsoon,243
2023-02-01,HOME102,Home Appliances,Hyderabad,Supermarket,8398.9,5,28403.76,No,177,Winter,207
2023-02-01,CARE101,Personal Care,Bengaluru,High Street,378.88,25,19792.29,No,826,Winter,1077
2024-07-01,FASH101,Fashion,Mumbai,Neighbourhood,1530.97,5,26428.53,No,324,Monsoon,438
2025-10-01,ELEC104,Electronics,Pune,Supermarket,3728.76,25,29800.89,No,184,Festival,366
2025-10-01,FASH104,Fashion,Kolkata,Supermarket,3466.79,10,13323.81,Yes,393,Festival,602
2025-10-01,HOME103,Home Appliances,Kochi,Mall,18921.93,10,10274.87,Yes,154,Festival,248
2024-09-01,CARE102,Personal Care,Hyderabad,Neighbourhood,622.7,15,5071.53,No,525,Festival,956
2023-08-01,GROC101,Groceries,Kochi,Mall,118.8,10,4423.16,Yes,975,Monsoon,851
2025-02-01,ELEC104,Electronics,Hyderabad,Neighbourhood,3673.06,20,5840.93,No,164,Winter,264
2024-11-01,HOME104,Home Appliances,Kolkata,Supermarket,5720.01,5,19098.98,No,117,Festival,182
2025-02-01,ELEC101,Electronics,Bengaluru,Mall,16428.91,5,25909.02,No,286,Winter,359
2023-02-01,CARE103,Personal Care,Chennai,High Street,172.27,10,7435.3,No,683,Winter,750
2023-09-01,FASH101,Fashion,Chennai,Supermarket,1647.42,15,29132.34,No,501,Festival,687
2023-05-01,CARE104,Personal Care,Mumbai,Mall,1005.86,15,22787.69,No,900,Summer,978
2023-08-01,ELEC104,Electronics,Mumbai,Mall,4015.17,15,10503.06,Yes,227,Monsoon,334
2024-11-01,HOME102,Home Appliances,Chennai,Mall,8166.64,10,18742.83,No,161,Festival,235
2025-05-01,ELEC104,Electronics,Bengaluru,Supermarket,3874.4,5,13693.47,No,211,Summer,229
2023-12-01,ELEC103,Electronics,Bengaluru,Supermarket,9172.09,10,15562.49,Yes,218,Winter,314
2024-06-01,ELEC104,Electronics,Hyderabad,High Street,3746.5,5,9807.89,No,197,Monsoon,181
2025-04-01,FASH104,Fashion,Chennai,Supermarket,2841.09,0,17297.41,No,371,Summer,377
2025-10-01,FASH102,Fashion,Kolkata,Mall,2234.11,0,25709.6,No,388,Festival,474
2024-11-01,ELEC101,Electronics,Mumbai,Supermarket,17175.36,0,10161.17,No,317,Festival,419
2024-06-01,CARE104,Personal Care,Mumbai,Supermarket,1020.58,5,22610.19,No,804,Monsoon,727
2023-11-01,FASH101,Fashion,Hyderabad,Supermarket,1507.71,20,6160.74,Yes,358,Festival,628
2024-07-01,GROC104,Groceries,Kolkata,Supermarket,478.98,10,19302.4,No,971,Monsoon,1046
2023-01-01,ELEC104,Electronics,Chennai,Mall,3406.9,20,6921.08,Yes,254,Winter,340
2024-12-01,FASH101,Fashion,Delhi,Supermarket,1622.16,15,27708.75,No,540,Winter,651
2024-12-01,ELEC104,Electronics,Bengaluru,Supermarket,3872.41,0,20025.01,No,212,Winter,270
2023-04-01,FASH101,Fashion,Bengaluru,Mall,1305.0,5,29961.14,No,352,Summer,488
2024-07-01,CARE101,Personal Care,Bengaluru,Mall,394.75,20,3245.65,No,677,Monsoon,788
2025-05-01,FASH103,Fashion,Bengaluru,Supermarket,1027.05,10,18091.74,No,443,Summer,430
2025-06-01,ELEC101,Electronics,Kochi,Supermarket,16599.68,15,23077.27,No,206,Monsoon,216
2023-01-01,HOME103,Home Appliances,Bengaluru,Mall,17277.95,15,4429.27,No,211,Winter,218
2024-05-01,CARE101,Personal Care,Bengaluru,Supermarket,317.44,15,25106.16,No,725,Summer,879
2025-02-01,HOME101,Home Appliances,Hyderabad,Neighbourhood,10480.36,20,22083.7,No,132,Winter,245
2024-08-01,CARE104,Personal Care,Kolkata,Neighbourhood,943.77,10,27640.18,No,520,Monsoon,461
2024-01-01,ELEC101,Electronics,Bengaluru,Mall,17751.38,15,11144.88,Yes,280,Winter,390
2025-06-01,FASH104,Fashion,Pune,High Street,3458.34,0,27351.56,No,339,Monsoon,309
2023-11-01,ELEC101,Electronics,Bengaluru,High Street,19720.4,5,27289.22,No,184,Festival,333
2025-03-01,GROC101,Groceries,Chennai,Mall,105.67,0,22669.34,No,879,Summer,874
2024-12-01,CARE102,Personal Care,Hyderabad,Supermarket,712.08,10,7635.31,No,897,Winter,706
2023-07-01,FASH104,Fashion,Delhi,Supermarket,3223.69,15,20263.12,No,455,Monsoon,533
2023-10-01,HOME102,Home Appliances,Hyderabad,Supermarket,7487.84,15,27158.18,Yes,156,Festival,385
2025-04-01,GROC102,Groceries,Pune,Mall,219.16,20,26354.86,No,895,Summer,1056
2025-10-01,FASH102,Fashion,Pune,High Street,2351.41,0,18112.37,Yes,402,Festival,487
2024-09-01,HOME101,Home Appliances,Pune,Mall,11395.2,15,23099.94,No,117,Festival,230
2024-02-01,HOME101,Home Appliances,Mumbai,Neighbourhood,12256.8,20,19401.74,No,126,Winter,226
2025-02-01,GROC104,Groceries,Hyderabad,High Street,484.07,20,3476.42,No,1000,Winter,952
2025-04-01,CARE103,Personal Care,Mumbai,Neighbourhood,196.36,15,14212.06,No,556,Summer,776
2025-08-01,GROC104,Groceries,Bengaluru,Supermarket,464.86,5,13327.08,Yes,946,Monsoon,1061
2023-01-01,ELEC104,Electronics,Chennai,Supermarket,3923.44,15,5660.76,Yes,238,Winter,286
2023-12-01,GROC103,Groceries,Pune,Mall,84.93,0,9578.24,Yes,1028,Winter,955
2023-08-01,CARE101,Personal Care,Kochi,High Street,345.76,15,9037.27,No,535,Monsoon,533
2023-04-01,CARE104,Personal Care,Chennai,Mall,1004.9,0,14931.51,No,614,Summer,529
2025-11-01,ELEC103,Electronics,Chennai,High Street,8430.01,25,5000.02,No,180,Festival,298
2024-10-01,ELEC103,Electronics,Pune,Neighbourhood,7879.0,0,25595.31,Yes,170,Festival,314
2023-06-01,CARE103,Personal Care,Bengaluru,Mall,183.23,10,17043.12,No,907,Monsoon,835
2023-08-01,GROC104,Groceries,Kolkata,Mall,468.37,20,7447.73,Yes,924,Monsoon,979
2024-06-01,GROC102,Groceries,Pune,High Street,253.92,10,19169.84,No,796,Monsoon,880
2024-08-01,GROC103,Groceries,Kochi,High Street,88.41,15,17864.72,No,724,Monsoon,511
2024-04-01,ELEC104,Electronics,Pune,Supermarket,3077.95,5,17224.06,No,159,Summer,185
2023-11-01,HOME102,Home Appliances,Kolkata,Supermarket,8148.9,10,25088.81,No,181,Festival,261
2023-06-01,ELEC103,Electronics,Delhi,Neighbourhood,7114.11,10,9360.28,No,206,Monsoon,257
2025-01-01,FASH101,Fashion,Hyderabad,Supermarket,1694.46,15,23796.18,No,382,Winter,450
2024-04-01,HOME101,Home Appliances,Chennai,Neighbourhood,10520.44,25,16811.19,No,125,Summer,196
2023-05-01,GROC103,Groceries,Pune,High Street,71.83,10,29136.6,No,1083,Summer,1045
2023-04-01,CARE101,Personal Care,Hyderabad,High Street,342.85,20,13424.68,No,784,Summer,818
2023-06-01,CARE103,Personal Care,Kolkata,High Street,186.97,25,12997.91,No,589,Monsoon,714
2025-12-01,CARE101,Personal Care,Bengaluru,High Street,398.09,10,16582.96,Yes,831,Winter,949
2025-10-01,FASH101,Fashion,Kolkata,High Street,1493.53,5,22012.74,Yes,277,Festival,504
2023-10-01,FASH102,Fashion,Hyderabad,Neighbourhood,1968.6,5,16769.6,Yes,352,Festival,577
2024-06-01,HOME103,Home Appliances,Hyderabad,High Street,15902.83,10,6115.88,No,164,Monsoon,154
2024-07-01,HOME104,Home Appliances,Pune,Supermarket,4328.52,5,9236.44,No,170,Monsoon,189
2023-09-01,CARE104,Personal Care,Chennai,Neighbourhood,823.15,5,10880.41,No,434,Festival,718
2025-06-01,HOME104,Home Appliances,Kolkata,Supermarket,5098.83,5,19619.92,No,120,Monsoon,145
2023-09-01,HOME104,Home Appliances,Unknown,Mall,5542.81,15,20660.09,No,127,Festival,186
2025-04-01,CARE102,Personal Care,Bengaluru,High Street,710.83,5,26413.11,No,852,Summer,828
2024-08-01,ELEC101,Electronics,Kolkata,High Street,19138.83,0,29280.9,No,164,Monsoon,203
2024-02-01,FASH101,Fashion,Kochi,Supermarket,1504.02,5,11614.19,No,440,Winter,350
2023-12-01,GROC103,Groceries,Delhi,High Street,89.67,15,25961.6,Yes,898,Winter,1232
2023-11-01,CARE103,Personal Care,Hyderabad,Mall,160.15,5,21151.63,Yes,871,Festival,1152
2025-01-01,ELEC102,Electronics,Kochi,Supermarket,21552.11,20,24730.49,Yes,216,Winter,313
2023-03-01,HOME102,Home Appliances,Pune,Mall,7962.96,10,25162.69,No,123,Summer,178
2025-03-01,FASH101,Fashion,Chennai,Supermarket,1449.23,15,12344.93,No,490,Summer,494
2023-03-01,ELEC102,Electronics,Kochi,Supermarket,26568.45,10,3568.56,No,141,Summer,117
2024-01-01,HOME103,Home Appliances,Mumbai,Neighbourhood,18273.73,15,25053.42,No,143,Winter,252
2023-04-01,ELEC104,Electronics,Delhi,Supermarket,3273.5,15,18816.01,No,265,Summer,378
2023-11-01,HOME102,Home Appliances,Bengaluru,High Street,7584.81,10,20917.87,No,148,Festival,271
2025-01-01,FASH104,Fashion,Kolkata,Mall,2850.07,15,15084.39,No,362,Winter,470
2024-07-01,ELEC102,Electronics,Hyderabad,High Street,24663.43,20,18009.62,No,188,Monsoon,243
2024-04-01,CARE104,Personal Care,Pune,Supermarket,869.79,5,9541.92,No,898,Summer,731
2024-11-01,ELEC104,Electronics,Delhi,Supermarket,3053.15,10,16599.68,Yes,264,Festival,528
2024-05-01,HOME103,Home Appliances,Chennai,Neighbourhood,15477.92,5,18933.44,No,105,Summer,183
2024-10-01,GROC101,Groceries,Mumbai,Neighbourhood,129.22,10,15212.48,Yes,781,Festival,1424
2023-06-01,HOME101,Home Appliances,Hyderabad,Neighbourhood,10888.36,25,11444.01,No,108,Monsoon,172
2023-10-01,GROC104,Groceries,Chennai,Supermarket,411.13,15,5837.63,No,895,Festival,1260
2023-09-01,GROC101,Groceries,Delhi,Supermarket,106.41,20,17418.98,No,1516,Festival,2336
2025-02-01,ELEC104,Electronics,Hyderabad,Mall,3155.97,10,23313.05,No,262,Winter,340
2024-11-01,GROC103,Groceries,Kochi,Mall,84.06,10,6409.65,No,718,Festival,1023
